,Name,Street name,Street number,Neighborhood name,District name,Zip code,Latitud,Longitud
2298,"Av Coll del Portell, 78",Av Coll del Portell,78,la Salut,Gràcia,8024,41.4117809371316,2.15066592627696
2299,"C Rosselló, 259",C Rosselló,259,la Dreta de l'Eixample,Eixample,8008,41.3953861650998,2.15996433601474
2300,"C Olot, 20",C Olot,20,la Salut,Gràcia,8024,41.4136717999667,2.15343862189858
2301,"Rda Mig (Descendent), 9",Rda Mig (Descendent),9,Sants - Badal,Sants-Montjuïc,8001,41.3730358358724,2.13130497638378
2303,"C Guitard, 9",C Guitard,9,Sants,Sants-Montjuïc,8014,41.3804813083836,2.13893921269251
2305,"C Comte d'Urgell, 106",C Comte d'Urgell,106,l'Antiga Esquerra de l'Eixample,Eixample,8011,41.3837149067475,2.15660803547374
2306,"C Esteve Terradas, 18",C Esteve Terradas,18,Vallcarca i els Penitents,Gràcia,8023,41.4149653797742,2.14008180182822
2307,"C Vilamarí, 90",C Vilamarí,90,la Nova Esquerra de l'Eixample,Eixample,8015,41.3792630209235,2.14871356826463
2308,"C Mallorca, 172",C Mallorca,172,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.3887532731906,2.15592423146294
2309,"C Viladomat, 172",C Viladomat,172,la Nova Esquerra de l'Eixample,Eixample,8015,41.3834597357476,2.15240473889319
2311,"C Rambla, 45",C Rambla,45,el Raval,Ciutat Vella,8002,41.3798794057268,2.17428244220269
2312,"C Alella, 45",C Alella,45,Porta,Nou Barris,8016,41.4315053960052,2.17716292572173
2313,"Pg Picasso, 34",Pg Picasso,34,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.386325213644,2.18457507188326
2314,"C Trelawny, 3",C Trelawny,3,la Barceloneta,Ciutat Vella,8003,41.3854928430263,2.19463066860404
2315,"Pg Marítim de la Barceloneta, 23",Pg Marítim de la Barceloneta,23,la Barceloneta,Ciutat Vella,8003,41.3837044111089,2.1941113672858
2316,"Pg Picasso, 24",Pg Picasso,24,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3869913146713,2.1836873642947
2317,"C Dulcet, 16",C Dulcet,16,Pedralbes,Les Corts,8034,41.3903166916976,2.11719668275384
2318,"C Diputació, 317",C Diputació,317,la Dreta de l'Eixample,Eixample,8009,41.3932205851929,2.170674720989
2319,"C Bisbe Laguarda, 2",C Bisbe Laguarda,2,el Raval,Ciutat Vella,8001,41.3795448984902,2.16533263907071
2320,"C Riera Alta, 51",C Riera Alta,51,el Raval,Ciutat Vella,8001,41.3803599730457,2.16435981808873
2321,"C Junta de Comerç, 14",C Junta de Comerç,14,el Raval,Ciutat Vella,8001,41.3798662148078,2.171374924156
2322,"C Marina, 55",C Marina,55,la Vila Olímpica del Poblenou,Sant Martí,8005,41.3915570887674,2.19093485952468
2323,"C Tirso de Molina, 22",C Tirso de Molina,22,Sants,Sants-Montjuïc,8028,41.376235635284,2.13160089324269
2324,"C Calàbria, 256",C Calàbria,256,la Nova Esquerra de l'Eixample,Eixample,8029,41.3869544088898,2.14554483448115
2325,"C Armengol, 1",C Armengol,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3879172556506,2.17950136957725
2326,"Pg Pujades, 20",Pg Pujades,20,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3882753538302,2.18813604516724
2327,"C Carders, 39",C Carders,39,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.387182755559,2.18055191124132
2328,"C Baluard, 48",C Baluard,48,la Barceloneta,Ciutat Vella,8003,41.37961240155,2.18926926979848
2329,"Pl Brugada, 1",Pl Brugada,1,la Barceloneta,Ciutat Vella,8003,41.3795608267712,2.19266058302687
2330,"C Almirall Churruca, 12",C Almirall Churruca,12,la Barceloneta,Ciutat Vella,8003,41.3785545235094,2.18994979319495
2332,"C Londres, 53",C Londres,53,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.3912081034252,2.14760658504913
2333,"C Consell de Cent, 264",C Consell de Cent,264,l'Antiga Esquerra de l'Eixample,Eixample,8011,41.3878420589282,2.16147933655761
2334,"C Comte d'Urgell, 176",C Comte d'Urgell,176,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.3871166420338,2.15211399445848
2335,"C Rambla, 88",C Rambla,88,el Barri Gòtic,Ciutat Vella,8002,41.3819180208968,2.17281499350095
2336,"C Sant Oleguer, 2",C Sant Oleguer,2,el Raval,Ciutat Vella,8001,41.3774604880699,2.17088313331658
2337,"C Sils, 1",C Sils,1,el Barri Gòtic,Ciutat Vella,8002,41.3781632580279,2.17780121687452
2338,"C Consell de Cent, 160",C Consell de Cent,160,la Nova Esquerra de l'Eixample,Eixample,8015,41.3833521163286,2.15551403628881
2339,"C Camèlies, 103",C Camèlies,103,el Baix Guinardó,Horta-Guinardó,8024,41.414151935488,2.16492238690299
2340,"C Indústria, 104",C Indústria,104,la Sagrada Família,Eixample,8025,41.4073308299478,2.17134282653167
2342,"Av Tibidabo, 14",Av Tibidabo,14,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,8022,41.4116299413079,2.13612025951315
2343,"C Espronceda, 194",C Espronceda,194,Provençals del Poblenou,Sant Martí,8018,41.4103172885646,2.19832643635688
2344,"Pl Joan Peiró, 1",Pl Joan Peiró,1,Sants,Sants-Montjuïc,8014,41.3790829376201,2.13911683124337
2345,"C Guadiana, 30",C Guadiana,30,Sants,Sants-Montjuïc,8014,41.3736335711901,2.1394218545529
2347,"C Diputació, 321",C Diputació,321,la Dreta de l'Eixample,Eixample,8009,41.3935518458197,2.17110152076723
2350,"C Valldonzella, 3",C Valldonzella,3,el Raval,Ciutat Vella,8001,41.3848492212344,2.16653063492373
2351,"C Pelai, 38",C Pelai,38,el Raval,Ciutat Vella,8001,41.3858233602632,2.16747181119807
2352,"Via Augusta, 170",Via Augusta,170,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8021,41.3988217104354,2.14286950574199
2354,"Pg Born, 10",Pg Born,10,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3842942265124,2.18263639990304
2355,"C Atlàntida, 47",C Atlàntida,47,la Barceloneta,Ciutat Vella,8003,41.3799252608385,2.18971610897203
2357,"C Ciutat de Granada, 26",C Ciutat de Granada,26,el Poblenou,Sant Martí,8005,41.3972852981717,2.19968048386247
2358,"C Buenos Aires, 9999",C Buenos Aires,1,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.393322791011,2.14838268704659
2360,"C Calàbria, 1",C Calàbria,1,Sant Antoni,Eixample,8015,41.3753697050484,2.16065757562756
2361,"C Tamarit, 86",C Tamarit,86,Sant Antoni,Eixample,8015,41.3753658646675,2.15670995708922
2363,"C Paraguai, 23",C Paraguai,23,Provençals del Poblenou,Sant Martí,8020,41.417058665289,2.20734593178687
2365,"Rda Mig (Ascendent), 40",Rda Mig (Ascendent),40,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8001,41.3978707737845,2.13322936024209
2366,"Av Diagonal, 620",Av Diagonal,620,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8021,41.3920186029515,2.1406359576208
2367,"C Indústria, 35",C Indústria,35,el Camp d'en Grassot i Gràcia Nova,Gràcia,8025,41.4037128030439,2.16649716149005
2369,"C Ricart, 55",C Ricart,55,el Poble-sec,Sants-Montjuïc,8004,41.3719835439684,2.15664480409793
2370,"C Noguera Pallaresa, 38",C Noguera Pallaresa,38,la Bordeta,Sants-Montjuïc,8014,41.3724839163276,2.13948932233498
2371,"C Guillem Tell, 21",C Guillem Tell,21,el Putxet i el Farró,Sarrià-Sant Gervasi,8006,41.4026674899183,2.14896564138821
2372,"C Penedès, 15",C Penedès,15,la Vila de Gràcia,Gràcia,8012,41.4012081014918,2.15846818740048
2373,"C Andratx, 4",C Andratx,4,Porta,Nou Barris,8016,41.4335017558437,2.17375806040423
2374,"Av Sarrià, 135",Av Sarrià,135,les Corts,Les Corts,8017,41.3921709673971,2.13220940587104
2375,"C Bailèn, 160",C Bailèn,160,la Dreta de l'Eixample,Eixample,8037,41.4005875325231,2.16589181084164
2377,"C Diputació, 246",C Diputació,246,la Dreta de l'Eixample,Eixample,8007,41.388731403639,2.16493572279644
2380,"C Ramelleres, 16",C Ramelleres,16,el Raval,Ciutat Vella,8001,41.3844847373126,2.16839196579666
2381,"C Sant Pere Més Baix, 1",C Sant Pere Més Baix,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3863414383684,2.17595393630045
2382,"C Tamarit, 195",C Tamarit,195,Sant Antoni,Eixample,8011,41.3801536093701,2.16304814415029
2383,"C Sant Antoni Abat, 21",C Sant Antoni Abat,21,el Raval,Ciutat Vella,8001,41.379322674438,2.16516479063801
2384,"Rda Sant Antoni, 68",Rda Sant Antoni,68,el Raval,Ciutat Vella,8001,41.3828829062763,2.1637729875577
2385,"C Montnegre, 8",C Montnegre,8,les Corts,Les Corts,8029,41.3866139013346,2.1379804073835
2386,"Av Sarrià, 109",Av Sarrià,109,les Corts,Les Corts,8017,41.391832128995,2.13442191713904
2387,"C Llenguadoc, 110",C Llenguadoc,110,Sant Andreu,Sant Andreu,8030,41.4301873465411,2.18489709664676
2388,"C Sant Antoni Maria Claret, 362",C Sant Antoni Maria Claret,362,el Camp de l'Arpa del Clot,Sant Martí,8041,41.4166897760653,2.18174173605585
2389,"Av Meridiana, 167",Av Meridiana,167,el Camp de l'Arpa del Clot,Sant Martí,8026,41.4127572761344,2.18669180577741
2390,"Pg Maragall, 55",Pg Maragall,55,el Guinardó,Horta-Guinardó,8041,41.4161786209477,2.18032521442152
2391,"G.V. Corts Catalanes, 753",G.V. Corts Catalanes,753,el Fort Pienc,Eixample,8013,41.4011556737262,2.18352092631972
2392,"G.V. Corts Catalanes, 828",G.V. Corts Catalanes,828,el Fort Pienc,Eixample,8013,41.4014116692499,2.1845834571281
2393,"C Selva de Mar, 92",C Selva de Mar,92,Provençals del Poblenou,Sant Martí,8019,41.4113012659187,2.20589597516089
2394,"C Selva de Mar, 247",C Selva de Mar,247,Sant Martí de Provençals,Sant Martí,8020,41.4176207850701,2.19754974475753
2395,"C Tànger, 97",C Tànger,97,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.4030107349114,2.19336320653568
2396,"C Joan Oliver, 1",C Joan Oliver,1,la Vila Olímpica del Poblenou,Sant Martí,8005,41.392822227231,2.20073617459822
2397,"C Veneçuela, 39",C Veneçuela,39,Provençals del Poblenou,Sant Martí,8019,41.409785708511,2.20684270073263
2398,"C Villena, 1",C Villena,1,la Vila Olímpica del Poblenou,Sant Martí,8005,41.3881799563173,2.19189023144277
2400,"C Moscou, 10",C Moscou,10,la Vila Olímpica del Poblenou,Sant Martí,8005,41.3881617905418,2.19435544558708
2401,"C Doctor Aiguader, 56",C Doctor Aiguader,56,la Barceloneta,Ciutat Vella,8003,41.3838240147334,2.19125405239911
2402,"Rbla Poblenou, 138",Rbla Poblenou,138,el Poblenou,Sant Martí,8018,41.4047709667473,2.19649323827129
2403,"C Lleida, 53",C Lleida,53,el Poble-sec,Sants-Montjuïc,8004,41.3711499090741,2.15621653012631
2404,"C Comte d'Urgell, 204",C Comte d'Urgell,204,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.3882647547459,2.15028007770867
2405,"C Aldana, 14",C Aldana,14,Sant Antoni,Eixample,8015,41.3758833106444,2.16666707656374
2406,"Av Paral·lel, 84",Av Paral·lel,84,Sant Antoni,Eixample,8015,41.3750966502291,2.16703715405079
2407,"C Sant Adrià, 11",C Sant Adrià,11,Sant Andreu,Sant Andreu,8030,41.4340028112013,2.19127857229575
2409,"C Comte Borrell, 175",C Comte Borrell,175,la Nova Esquerra de l'Eixample,Eixample,8015,41.383753478324,2.1539886997877
2410,"C Muntaner, 67",C Muntaner,67,l'Antiga Esquerra de l'Eixample,Eixample,8011,41.3867752910568,2.15910079202572
2411,"C Sant Quintí, 37",C Sant Quintí,37,el Camp de l'Arpa del Clot,Sant Martí,8041,41.4132991203851,2.17841050659661
2413,"C Múrcia, 23",C Múrcia,23,Navas,Sant Andreu,8027,41.4155661798236,2.18910287925977
2414,"C Múrcia, 30",C Múrcia,30,Navas,Sant Andreu,8027,41.4153275603095,2.18877637584686
2415,"C Espronceda, 310",C Espronceda,310,Navas,Sant Andreu,8027,41.4164214212283,2.19025118409108
2416,"C Marina, 211",C Marina,211,la Sagrada Família,Eixample,8013,41.401742191202,2.17784667439076
2417,"C Marina, 137",C Marina,137,el Fort Pienc,Eixample,8013,41.3970853082302,2.1837432660874
2418,"C Manigua, 48",C Manigua,48,el Congrés i els Indians,Sant Andreu,8027,41.4241958615116,2.17951542094346
2419,"C Tuset, 1",C Tuset,1,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8006,41.39533818237,2.15276309533709
2420,"C Comte d'Urgell, 77",C Comte d'Urgell,77,la Nova Esquerra de l'Eixample,Eixample,8011,41.3833072388173,2.15685126479318
2421,"C Numància, 46",C Numància,46,Sants,Sants-Montjuïc,8029,41.3831767259487,2.13931853356642
2422,"C Sant Josep Oriol, 1",C Sant Josep Oriol,1,el Raval,Ciutat Vella,8001,41.3789070921774,2.1712558386266
2423,"C Mineria, 74",C Mineria,74,la Font de la Guatlla,Sants-Montjuïc,8038,41.3681252793983,2.1406765886808
2424,"Av Coll del Portell, 54",Av Coll del Portell,54,la Salut,Gràcia,8024,41.4112005386991,2.15238575378586
2426,"C Mallorca, 404",C Mallorca,404,la Sagrada Família,Eixample,8013,41.4026575743018,2.17450257792431
2427,"C Guillem Tell, 27",C Guillem Tell,27,el Putxet i el Farró,Sarrià-Sant Gervasi,8006,41.4025429161664,2.14876818741854
2429,"C Sancho de Ávila, 91",C Sancho de Ávila,91,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.4006575031553,2.19247182589891
2430,"C Calàbria, 110",C Calàbria,110,la Nova Esquerra de l'Eixample,Eixample,8015,41.3801955355461,2.15445307209952
2431,"Av Diagonal, 629",Av Diagonal,629,la Maternitat i Sant Ramon,Les Corts,8028,41.3871927680783,2.12494224174889
2432,"C Joan Güell, 211",C Joan Güell,211,les Corts,Les Corts,8028,41.3867931744101,2.12930956568398
2434,"Av Miramar, 2",Av Miramar,2,el Poble-sec,Sants-Montjuïc,8038,41.3688791976779,2.16167010240915
2435,"C Wellington, 78",C Wellington,78,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.3919853199102,2.18627787283491
2436,"C Doctor Carulla, 22",C Doctor Carulla,22,les Tres Torres,Sarrià-Sant Gervasi,8017,41.4000138848263,2.12963434268088
2438,"C Rosa, 3",C Rosa,3,el Barri Gòtic,Ciutat Vella,8002,41.3802257219643,2.17788749906766
2439,"C Marina, 252",C Marina,252,la Sagrada Família,Eixample,8013,41.403109965006,2.17633290799725
2440,"C Mallorca, 420",C Mallorca,420,la Sagrada Família,Eixample,8013,41.4036705737608,2.1753504518328
2441,"C Ramelleres, 12",C Ramelleres,12,el Raval,Ciutat Vella,8001,41.384351143196,2.16863309246308
2443,"C Joncar, 1",C Joncar,1,el Poblenou,Sant Martí,8005,41.4000976464016,2.20306864447965
2444,"C Magalhães, 67",C Magalhães,67,el Poble-sec,Sants-Montjuïc,8004,41.3727933012008,2.16042219746567
2446,"Av Bogatell, 7",Av Bogatell,7,la Vila Olímpica del Poblenou,Sant Martí,8005,41.3927615996065,2.19760840975422
2448,"Av Diagonal, 324",Av Diagonal,324,la Sagrada Família,Eixample,8013,41.4006481932866,2.17536916400857
2449,"C Diputació, 367",C Diputació,367,la Dreta de l'Eixample,Eixample,8009,41.3964128829621,2.17497204284652
2450,"C Aragó, 302",C Aragó,302,la Dreta de l'Eixample,Eixample,8009,41.394302409068,2.16789603839352
2451,"C Casp, 52",C Casp,52,la Dreta de l'Eixample,Eixample,8010,41.3911630757939,2.1731954693772
2452,"Rda Sant Pere, 34",Rda Sant Pere,34,la Dreta de l'Eixample,Eixample,8010,41.3896656853039,2.17489107661998
2453,"C Bruc, 22",C Bruc,22,la Dreta de l'Eixample,Eixample,8010,41.390835497733,2.17427971496633
2455,"Pg Santa Eulàlia, 23",Pg Santa Eulàlia,23,Sarrià,Sarrià-Sant Gervasi,8017,41.4040449500799,2.114518743029
2456,"Av Diagonal, 688",Av Diagonal,688,Pedralbes,Les Corts,8034,41.3854708875006,2.11408872098921
2457,"C Mallorca, 315",C Mallorca,315,la Dreta de l'Eixample,Eixample,8037,41.3974201660159,2.16718331095865
2458,"C Aragó, 385",C Aragó,385,la Dreta de l'Eixample,Eixample,8013,41.3989865837679,2.17375393264074
2459,"Pg Valldaura, 192",Pg Valldaura,192,la Guineueta,Nou Barris,8042,41.4386504784207,2.17085063017418
2460,"Pg Marítim de la Barceloneta, 31",Pg Marítim de la Barceloneta,31,la Barceloneta,Ciutat Vella,8003,41.384649248147,2.1957286064499
2461,"C Judici, 19",C Judici,19,la Barceloneta,Ciutat Vella,8003,41.3766327665837,2.19080098467285
2462,"C Tànger, 44",C Tànger,44,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.4001783434678,2.18975287807782
2463,"C Provença, 37",C Provença,37,la Nova Esquerra de l'Eixample,Eixample,8029,41.3837569093731,2.14679980903482
2464,"C Diputació, 276",C Diputació,276,la Dreta de l'Eixample,Eixample,8009,41.3918412160422,2.16906161434855
2467,"C Taulat, 117",C Taulat,117,el Poblenou,Sant Martí,8005,41.3998303394526,2.20623456394838
2468,"C Consell de Cent, 480",C Consell de Cent,480,el Fort Pienc,Eixample,8013,41.3999464563886,2.17762979046938
2469,"C Joan Torras, 49",C Joan Torras,49,Sant Andreu,Sant Andreu,8030,41.4379294902004,2.19342041305786
2470,"C Montseny, 10",C Montseny,10,la Vila de Gràcia,Gràcia,8012,41.4017027533498,2.15434684403038
2471,"Av Vallcarca, 240",Av Vallcarca,240,Vallcarca i els Penitents,Gràcia,8023,41.4188363050102,2.14091486031924
2472,"Pl Gardunya, 15",Pl Gardunya,15,el Raval,Ciutat Vella,8001,41.3812783324481,2.17120668147654
2473,"C Joan d'Àustria, 110",C Joan d'Àustria,110,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.3952960725091,2.1886687522845
2474,"C Joan Miró, 2",C Joan Miró,2,la Vila Olímpica del Poblenou,Sant Martí,8005,41.3895661314505,2.1961548731168
2475,"C Llacuna, 103",C Llacuna,103,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.4036701009058,2.19567094100067
2476,"C Espronceda, 154",C Espronceda,154,Provençals del Poblenou,Sant Martí,8018,41.4085671308684,2.200721133705
2477,"C Princesa, 13",C Princesa,13,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3848241310709,2.17973744074085
2478,"Pg Born, 25",Pg Born,25,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3852084344683,2.18310045705485
2480,"Rbla Catalunya, 1",Rbla Catalunya,1,la Dreta de l'Eixample,Eixample,8007,41.3875346289652,2.16816584859937
2482,"C Rambla, 56",C Rambla,56,el Barri Gòtic,Ciutat Vella,8002,41.3800719188512,2.17428707479041
2485,"Pg Andreu Nin, 29",Pg Andreu Nin,29,Porta,Nou Barris,8016,41.4343592216266,2.18183029773298
2486,"C Andrade, 174",C Andrade,174,Sant Martí de Provençals,Sant Martí,8020,41.4170363401593,2.20231351449064
2487,"C Segadors, 1",C Segadors,1,Sant Andreu,Sant Andreu,8030,41.436818012878,2.19222184413092
2488,"C Cardenal Tedeschini, 49",C Cardenal Tedeschini,49,el Congrés i els Indians,Sant Andreu,8027,41.425777526585,2.18206400155935
2489,"C Lepant, 385",C Lepant,385,el Baix Guinardó,Horta-Guinardó,8025,41.4098179291445,2.1694997911436
2490,"C Doctor Fleming, 9",C Doctor Fleming,9,les Tres Torres,Sarrià-Sant Gervasi,8017,41.3925694986231,2.13584743758664
2491,"C Alí Bei, 31",C Alí Bei,31,la Dreta de l'Eixample,Eixample,8010,41.3922399772545,2.17881033655166
2492,"C Reig i Bonet, 2",C Reig i Bonet,2,la Vila de Gràcia,Gràcia,8024,41.4071288024719,2.15942149773593
2493,"Pl Nord, 7",Pl Nord,7,la Vila de Gràcia,Gràcia,8024,41.4072634509755,2.15557597387233
2494,"C Milà i Fontanals, 76",C Milà i Fontanals,76,la Vila de Gràcia,Gràcia,8012,41.4026291309872,2.1608983508781
2495,"Pg Gràcia, 116",Pg Gràcia,116,la Vila de Gràcia,Gràcia,8008,41.3969887950848,2.15902672734223
2496,"C Comte Borrell, 191",C Comte Borrell,191,la Nova Esquerra de l'Eixample,Eixample,8015,41.3844862930299,2.15331978078364
2497,"C Consell de Cent, 191",C Consell de Cent,191,l'Antiga Esquerra de l'Eixample,Eixample,8011,41.3842641201018,2.15650163581182
2498,"Rda Litoral (Llobregat), 107",Rda Litoral (Llobregat),107,el Barri Gòtic,Ciutat Vella,8039,41.3761379264586,2.17844695667719
2499,"Pg Lluís Companys, 17",Pg Lluís Companys,17,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3908573443703,2.18025244271175
2500,"Pg Pujades, 1",Pg Pujades,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3881606301478,2.18220557090033
2501,"Pl Llana, 14",Pl Llana,14,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.385146169649,2.17941726628838
2502,"Camí Antic de València, 23",Camí Antic de València,23,el Poblenou,Sant Martí,8005,41.403899275576,2.20004413126099
2504,"C Santander, 24",C Santander,24,la Verneda i la Pau,Sant Martí,8020,41.4251925556485,2.20050943261541
2505,"Pl Porxos, 9",Pl Porxos,9,Sant Martí de Provençals,Sant Martí,8020,41.4140659046499,2.19942862089945
2506,"Av Litoral, 24",Av Litoral,24,la Vila Olímpica del Poblenou,Sant Martí,8005,41.3882978863028,2.19773464237787
2507,"Ptge Mercader, 17",Ptge Mercader,17,la Dreta de l'Eixample,Eixample,8008,41.3922693613872,2.16035966790167
2508,"Rbla Poblenou, 122",Rbla Poblenou,122,el Poblenou,Sant Martí,8018,41.4036055677867,2.19806916646928
2509,"C Londres, 102",C Londres,102,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.3943016143664,2.15194450200439
2511,"Via Favència, 220",Via Favència,220,Verdun,Nou Barris,8042,41.4439879440592,2.1737968841708
2512,"C Pallars, 91",C Pallars,91,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.3955327583705,2.1900274578219
2513,"C Ramon Turró, 294",C Ramon Turró,294,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,8019,41.4041888069437,2.20874234714778
2514,"C Ramon Turró, 331",C Ramon Turró,331,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,8019,41.4058818481138,2.21099042228478
2515,"Pg Taulat, 187",Pg Taulat,187,el Poblenou,Sant Martí,8005,41.4018068042013,2.20850498177863
2517,"C Blai, 14",C Blai,14,el Poble-sec,Sants-Montjuïc,8004,41.3733116997788,2.16554906564774
2519,"C Marina, 79",C Marina,79,el Parc i la Llacuna del Poblenou,Sant Martí,8005,41.393039546901,2.18944117437878
2520,"Rbla Badal, 165",Rbla Badal,165,Sants - Badal,Sants-Montjuïc,8028,41.3751882109321,2.13030867101587
2521,"Av Paral·lel, 173",Av Paral·lel,173,el Poble-sec,Sants-Montjuïc,8004,41.3748823321933,2.15559657592455
2522,"C Mestrança, 64",C Mestrança,64,la Barceloneta,Ciutat Vella,8003,41.3766661838503,2.1906523692714
2523,"C Escorial, 139",C Escorial,139,la Vila de Gràcia,Gràcia,8024,41.4095751694002,2.15923242652933
2524,"C Euterpe, 9",C Euterpe,9,Sarrià,Sarrià-Sant Gervasi,8017,41.3990428383728,2.12280920240092
2525,"C Escorial, 43",C Escorial,43,la Vila de Gràcia,Gràcia,8024,41.4078730155599,2.16067317961708
2526,"C Comte d'Urgell, 71",C Comte d'Urgell,71,la Nova Esquerra de l'Eixample,Eixample,8015,41.3828157723527,2.15751977930951
2527,"C Wellington, 52",C Wellington,52,el Parc i la Llacuna del Poblenou,Sant Martí,8005,41.3911122927996,2.18758683925319
2528,"C Ramon Turró, 190",C Ramon Turró,190,el Poblenou,Sant Martí,8005,41.3986699574176,2.20142456719403
2529,"C Nàpols, 253",C Nàpols,253,la Dreta de l'Eixample,Eixample,8025,41.4020533549756,2.17049208065305
2534,"Pl Narcís Oller, 1",Pl Narcís Oller,1,la Vila de Gràcia,Gràcia,8006,41.3969790554097,2.15523929488626
2535,"Pl Bonsuccés, 2",Pl Bonsuccés,2,el Raval,Ciutat Vella,8001,41.383963521985,2.16969028808259
2539,"C Sant Pau, 96",C Sant Pau,96,el Raval,Ciutat Vella,8001,41.3767487796681,2.16972586299323
2540,"Pg Gràcia, 15",Pg Gràcia,15,la Dreta de l'Eixample,Eixample,8007,41.3897356901664,2.167752172941
2541,"C Salamanca, 41",C Salamanca,41,la Barceloneta,Ciutat Vella,8003,41.3791926338959,2.19157840549103
2542,"Rbla Guipúscoa, 161",Rbla Guipúscoa,161,la Verneda i la Pau,Sant Martí,8020,41.4236953816623,2.20657701906928
2543,"C Bac de Roda, 77",C Bac de Roda,77,el Poblenou,Sant Martí,8005,41.4056431517308,2.20662733230744
2545,"C Súria, 9",C Súria,9,la Bordeta,Sants-Montjuïc,8014,41.3700456596843,2.1339164692749
2546,"C Doctor Ferran, 1",C Doctor Ferran,1,Pedralbes,Les Corts,8034,41.3884439130645,2.12493249737871
2547,"C Hercegovina, 3",C Hercegovina,3,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8021,41.4016526800465,2.13836176000191
2548,"Pl Reial, 1",Pl Reial,1,el Barri Gòtic,Ciutat Vella,8002,41.3800512227137,2.174949247403
2549,"Pg Salvat Papasseit, 2",Pg Salvat Papasseit,2,la Barceloneta,Ciutat Vella,8003,41.3835006873403,2.19094447515975
2550,"Pl Sant Josep Oriol, 11",Pl Sant Josep Oriol,11,el Barri Gòtic,Ciutat Vella,8002,41.3822715780816,2.17418903427561
2551,"C Londres, 18",C Londres,18,la Nova Esquerra de l'Eixample,Eixample,8029,41.3885991744726,2.14437914460857
2552,"C Blai, 65",C Blai,65,el Poble-sec,Sants-Montjuïc,8004,41.3747637562531,2.16178075753715
2553,"C Princesa, 56",C Princesa,56,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3872095032032,2.18288938877254
2554,"Av Josep Tarradellas, 123",Av Josep Tarradellas,123,les Corts,Les Corts,8029,41.3896108294483,2.14314285054394
2555,"Trav Corts, 64",Trav Corts,64,la Maternitat i Sant Ramon,Les Corts,8028,41.3785039716398,2.12260024068749
2556,"C Enric Granados, 95",C Enric Granados,95,l'Antiga Esquerra de l'Eixample,Eixample,8008,41.3925059089124,2.15596641357994
2557,"C Provença, 138",C Provença,138,la Nova Esquerra de l'Eixample,Eixample,8029,41.3868714370557,2.15112745227968
2558,"C Consell de Cent, 224",C Consell de Cent,224,l'Antiga Esquerra de l'Eixample,Eixample,8011,41.3861751967017,2.15924720273908
2559,"C Provença, 44",C Provença,44,la Nova Esquerra de l'Eixample,Eixample,8029,41.3826772173682,2.14558964831351
2560,"C Casanova, 270",C Casanova,270,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8021,41.3943495993531,2.14706333138787
2561,"C Enric Granados, 121",C Enric Granados,121,l'Antiga Esquerra de l'Eixample,Eixample,8008,41.3935171275268,2.15478012087961
2564,"C Enric Granados, 55",C Enric Granados,55,l'Antiga Esquerra de l'Eixample,Eixample,8008,41.3905526082939,2.15852086783402
2565,"C Consell de Cent, 417",C Consell de Cent,417,la Dreta de l'Eixample,Eixample,8009,41.3961168706894,2.17227921242344
